Time,CH4L,CH4R,P,RsL,RsR,Leak,Leak_Rate
1/1/2025 0:26,7.698012845,10.49099736,59.36788197,110.4469717,118.7232452,0,0.0
1/1/2025 0:27,10.75139604,9.489625657,45.53290457,76.11025926,96.5974962,0,0.0
1/1/2025 0:28,19.11539493,24.12178331,38.70619514,130.4393959,133.5360273,1,4.761955162000001
1/1/2025 0:29,9.4166125,9.833732949,47.7506685,84.22590913,98.58863123,0,0.0
1/1/2025 0:30,8.796586776,11.64684637,47.89880463,99.74211493,117.9958702,0,0.0
1/1/2025 0:31,13.70455637,11.89126686,55.92954128,107.1382021,83.54532111,0,0.0
1/1/2025 0:32,9.973005551,11.00873013,43.44019227,117.3914015,100.6495619,0,0.0
1/1/2025 0:33,7.884578142,8.91740181,52.33234845,90.61833272,85.21145305,0,0.0
1/1/2025 0:34,11.64508982,6.046356862,53.64119054,94.74295195,92.99123184,0,0.0
1/1/2025 0:35,7.5583127,9.009569804,49.28924413,99.04467093,92.93181215,0,0.0
1/1/2025 0:36,10.41772719,9.391310258,54.46533913,90.25468899,97.33043693,0,0.0
1/1/2025 0:37,24.03830589,23.58058278,37.68712172,139.2738442,112.7759223,1,2.691437211
1/1/2025 0:38,7.343627902,11.23711271,56.08564961,99.29905455,99.28260442,0,0.0
1/1/2025 0:39,10.39372247,13.97135282,42.38897348,101.2195702,104.604665,0,0.0
1/1/2025 0:40,11.47693316,10.2470584,48.25612369,106.2017313,84.68096867,0,0.0
1/1/2025 0:41,27.75533498,29.11277979,39.28368204,121.3583962,123.5671784,1,2.821985997
1/1/2025 0:42,23.5369102,20.54983049,22.21063161,115.0787233,151.1384264,1,7.051413533
1/1/2025 0:43,28.93278722,29.23536746,32.39977918,122.3387476,125.3447179,1,3.6713342839999985
1/1/2025 0:44,7.042956019,8.343412479,45.93200373,91.4381864,81.82258796,0,0.0
1/1/2025 0:45,8.560311583,10.24039712,54.74102997,101.0798089,85.99534135,0,0.0
1/1/2025 0:46,9.078722458,10.90162467,46.46578327,109.9693772,102.2590425,0,0.0
1/1/2025 0:47,12.11424445,10.41937213,45.90960506,88.25021708,101.0066604,0,0.0
1/1/2025 0:48,10.68723658,10.91508387,54.0874289,84.67628999,94.12557198,0,0.0
1/1/2025 0:49,6.473919689,10.86749522,41.91044677,100.4924994,121.9331496,0,0.0
1/1/2025 0:50,10.64816794,6.456206636,39.64377966,92.32200383,126.1872882,0,0.0
1/1/2025 0:51,9.229835439,11.27374032,48.1920385,100.3174527,97.3561664,0,0.0
1/1/2025 0:52,8.646155999,8.657970309,42.76146616,103.2040352,108.7295687,0,0.0
1/1/2025 0:53,11.22335258,7.808321674,42.95160353,78.56313771,109.2316617,0,0.0
1/1/2025 0:54,22.55003447,23.33558469,38.82922888,133.3793055,135.2331675,1,2.626929334
1/1/2025 0:55,11.86256024,10.86708322,54.37986919,88.30331497,93.59914678,0,0.0
1/1/2025 0:56,8.321564954,9.554850146,53.94432108,99.77652049,119.3944922,0,0.0
1/1/2025 0:57,9.381575248,6.636062432,55.5438833,93.40617665,99.31402804,0,0.0
1/1/2025 0:58,10.66252686,10.95607563,56.2056716,94.48042985,104.2199208,0,0.0
1/1/2025 0:59,11.95109025,7.120783738,39.35704896,116.9395794,100.0204351,0,0.0
1/1/2025 1:00,9.041651524,10.27964272,52.2520598,103.1926752,98.60313828,0,0.0
1/1/2025 1:01,9.628682047,10.47699785,47.351959,109.046884,102.7840446,0,0.0
1/1/2025 1:02,7.787330052,11.77115416,46.26287877,101.5094135,88.14114426,0,0.0
1/1/2025 1:03,7.607586752,13.56336957,52.80207316,106.2001357,80.28846981,0,0.0
1/1/2025 1:04,23.69401008,24.81759475,28.15729963,128.0204569,122.8072764,1,4.930332409
1/1/2025 1:05,12.71248006,9.895052288,41.24445697,102.5445614,91.19572363,0,0.0
1/1/2025 1:06,9.855979757,9.44732941,53.16786372,111.0715591,105.4750368,0,0.0
1/1/2025 1:07,12.0070658,10.86749937,52.43893009,101.5650545,104.3379016,0,0.0
1/1/2025 1:08,10.72327205,10.43133754,50.68366328,122.8514857,100.1348002,0,0.0
1/1/2025 1:09,8.709760491,9.294907515,45.60043298,109.6053157,114.8157479,0,0.0
1/1/2025 1:10,22.76397622,23.19252353,41.80429313,112.4134776,127.8847435,1,1.853415029
1/1/2025 1:11,13.07607313,7.76709829,53.40151446,98.23450291,85.41849157,0,0.0
1/1/2025 1:12,9.928347922,11.97572316,50.42652258,103.970776,97.76355758,0,0.0
1/1/2025 1:13,13.12928731,10.91840836,44.11339479,100.4449684,111.7096777,0,0.0
1/1/2025 1:14,4.760509792,11.8355364,47.87375827,106.8687342,81.15745327,0,0.0
1/1/2025 1:15,11.64380501,9.379207727,54.18916839,107.970167,99.05963673,0,0.0
1/1/2025 1:16,10.17409414,8.686329063,56.63595611,86.40413014,105.7546203,0,0.0
1/1/2025 1:17,9.401985299,7.843369867,48.36731698,112.8107754,126.5224233,0,0.0
1/1/2025 1:18,10.18352155,10.71783517,48.75163516,95.03182535,112.0825764,0,0.0
1/1/2025 1:19,6.024862171,7.920413551,49.19155446,94.04095494,101.3261638,0,0.0
1/1/2025 1:20,9.560656224,13.69732614,51.37446504,94.00877607,105.2075923,0,0.0
1/1/2025 1:21,10.71422514,7.384714838,47.0946635,108.0857641,81.0230464,0,0.0
1/1/2025 1:22,12.95578809,10.54732024,35.52907471,97.32932302,89.50277814,0,0.0
1/1/2025 1:23,8.963459563,13.13370941,55.96384501,93.36448356,106.5095567,0,0.0
1/1/2025 1:24,28.23596245,21.30396984,44.52921053,124.2529112,124.9927378,1,4.560154198999999
1/1/2025 1:25,8.996485913,10.35134742,46.9380007,82.05308341,102.8874119,0,0.0
1/1/2025 1:26,11.83080424,8.063032706,44.66673316,91.57836236,100.3411465,0,0.0
1/1/2025 1:27,10.65750222,7.236461623,49.31449739,87.60416451,99.94909102,0,0.0
1/1/2025 1:28,8.940479592,11.54010022,49.06248058,97.3083067,101.0293065,0,0.0
1/1/2025 1:29,11.02653487,13.01229448,54.97759289,106.6419327,89.43964816,0,0.0
1/1/2025 1:30,10.1941551,9.122300019,50.27319721,105.538759,97.71073028,0,0.0
1/1/2025 1:31,11.93728998,7.721876985,46.03688585,112.567505,87.55895369,0,0.0
1/1/2025 1:32,8.595893812,5.083661139,43.40795275,110.3397582,93.80403543,0,0.0
1/1/2025 1:33,9.344675707,8.038470313,54.32817092,94.71403285,111.9590501,0,0.0
1/1/2025 1:34,9.215783694,9.772686315,52.99755621,100.190714,98.1924769,0,0.0
1/1/2025 1:35,7.072970104,13.19824648,55.30279939,99.67443906,105.9583948,0,0.0
1/1/2025 1:36,10.59224055,11.34626738,45.15906625,78.48947317,101.1529455,0,0.0
1/1/2025 1:37,22.42928474,25.89412552,46.88321132,109.7564345,120.4089936,1,2.3557781259999997
1/1/2025 1:38,10.01022691,9.199760677,41.28152746,98.32713323,89.91431293,0,0.0
1/1/2025 1:39,9.530825733,8.833668565,53.54800511,98.27103565,95.99944348,0,0.0
1/1/2025 1:40,7.169258516,12.8112952,40.45208616,105.1232505,101.8317845,0,0.0
1/1/2025 1:41,9.158709354,10.40147708,46.04834309,104.6364163,105.8015344,0,0.0
1/1/2025 1:42,9.314570967,5.794798616,57.80511465,82.29307498,101.2233686,0,0.0
1/1/2025 1:43,8.395445462,8.652920704,54.15682127,105.1859673,106.4948032,0,0.0
1/1/2025 1:44,9.677428577,8.283567936,47.26889792,101.7858721,84.79829897,0,0.0
1/1/2025 1:45,24.68689964,28.89320037,36.708728,127.2732913,134.798505,1,4.761404765
1/1/2025 1:46,13.7723718,11.12582132,50.50311055,110.6686559,88.71743659,0,0.0
1/1/2025 1:47,10.34915563,9.785110236,52.57070495,98.57117027,109.8350462,0,0.0
1/1/2025 1:48,10.51510078,9.846269186,56.25789691,112.4558824,105.0240584,0,0.0
1/1/2025 1:49,9.851108168,12.62694632,47.71882998,91.10599546,81.29810438,0,0.0
1/1/2025 1:50,6.162457569,8.60707782,41.94107468,90.5426188,107.3696282,0,0.0
1/1/2025 1:51,9.946972249,13.72839905,50.78484314,104.2877219,109.9509734,0,0.0
1/1/2025 1:52,10.12046042,8.657384817,47.71284581,96.31232455,112.5787846,0,0.0
1/1/2025 1:53,14.92648422,10.17839639,43.49683148,102.6163256,92.31401716,0,0.0
1/1/2025 1:54,9.61527807,9.437592809,51.48834458,119.9298212,101.7941084,0,0.0
1/1/2025 1:55,10.60309468,10.24683827,48.93443123,103.9349507,106.9444938,0,0.0
1/1/2025 1:56,9.930576461,10.88918399,51.53256103,102.1216954,107.3632687,0,0.0
1/1/2025 1:57,7.662643925,10.86767048,45.527779,91.30779621,104.0952076,0,0.0
1/1/2025 1:58,12.28564563,8.493765339,52.43355265,83.00020193,95.73363757,0,0.0
1/1/2025 1:59,24.69299251,20.5033078,32.58531311,124.0000163,133.4961123,1,5.577779732999999
1/1/2025 2:00,11.58206389,15.00634358,45.86134305,110.6687025,109.9381997,0,0.0
1/1/2025 2:01,8.18122509,9.032031321,48.78542884,96.77061993,98.45721694,0,0.0
1/1/2025 2:02,12.80558862,11.39842488,58.70909207,104.014625,92.16445196,0,0.0
1/1/2025 2:03,25.89834809,19.80421514,41.03568915,140.0495151,117.3537465,1,4.839928644999999
1/1/2025 2:04,11.17371419,9.44077456,55.38596252,114.0151631,113.6481772,0,0.0
1/1/2025 2:05,14.38091125,9.745601232,57.08538517,104.2881589,109.5067838,0,0.0
1/1/2025 2:06,8.01892735,10.94563014,68.01416068,101.7010648,99.79960217,0,0.0
1/1/2025 2:07,28.71360656,20.24860125,40.1280907,106.5339038,122.843728,1,6.206884514999999
1/1/2025 2:08,10.19930273,10.33228123,57.10200462,93.69805356,82.31813239,0,0.0
1/1/2025 2:09,8.993048692,7.700517089,55.06317627,97.19244192,99.15598896,0,0.0
1/1/2025 2:10,6.898673138,10.64869142,54.98016252,91.47668389,88.08884845,0,0.0
1/1/2025 2:11,10.13712595,7.927341606,58.87119809,102.4845326,101.5899948,0,0.0
1/1/2025 2:12,7.875392573,8.289034608,47.90343485,119.1164818,111.8524725,0,0.0
1/1/2025 2:13,10.94718486,9.452744779,47.50657488,115.1776159,90.19548447,0,0.0
1/1/2025 2:14,18.73077297,23.82081785,38.33285277,131.1910333,127.370259,1,4.878451886000001
1/1/2025 2:15,13.09986881,9.048931107,49.08650114,107.7943407,109.9777976,0,0.0
1/1/2025 2:16,8.433493415,7.613248463,51.59250426,92.71395685,102.202954,0,0.0
1/1/2025 2:17,9.355876968,6.333659097,57.81374393,114.6408935,94.76017038,0,0.0
1/1/2025 2:18,30.58161438,28.60280929,35.8157667,109.5927161,125.9987333,1,3.8262492050000017
1/1/2025 2:19,7.538271367,7.407902614,48.47660519,109.1282816,109.5724871,0,0.0
1/1/2025 2:20,10.45491987,9.642638225,50.87155502,104.9558971,102.6257786,0,0.0
1/1/2025 2:21,12.61428551,11.50578216,48.85840787,92.44140613,99.96629417,0,0.0
1/1/2025 2:22,6.785033531,8.770111795,40.42997086,97.91213243,111.5614313,0,0.0
1/1/2025 2:23,10.36926772,8.349668201,47.09936179,88.65747297,105.1491787,0,0.0
1/1/2025 2:24,10.51976559,10.45247618,53.43686621,89.08359952,87.97097571,0,0.0
1/1/2025 2:25,11.56364574,12.23586765,57.18773375,84.08945999,106.3141266,0,0.0
1/1/2025 2:26,7.526098578,7.66136947,44.22690716,107.675139,109.4955875,0,0.0
1/1/2025 2:27,7.359086774,9.699704336,44.203588,112.0534497,87.62683613,0,0.0
1/1/2025 2:28,27.60054768,19.63302127,37.98803995,98.54311875,102.1569646,1,6.386155214999999
1/1/2025 2:29,10.59396935,9.213597993,39.62202468,118.3830552,89.58067331,0,0.0
1/1/2025 2:30,10.5009857,10.06840937,47.77514899,99.87991763,98.97500312,0,0.0
1/1/2025 2:31,10.69289642,8.290750716,41.3197897,102.898532,110.0978835,0,0.0
1/1/2025 2:32,8.639950557,9.086016332,56.8453065,85.27587164,91.09047966,0,0.0
1/1/2025 2:33,10.46450739,7.183546463,46.15334423,113.2082575,105.5512027,0,0.0
1/1/2025 2:34,10.58614495,10.15415722,58.26417093,102.0025009,71.07618865,0,0.0
1/1/2025 2:35,8.571297164,12.1113885,55.56760677,111.3882624,101.8030672,0,0.0
1/1/2025 2:36,13.73154902,7.80571226,46.76841351,112.2085832,95.93259546,0,0.0
1/1/2025 2:37,10.94766584,8.754656467,44.64020182,113.3487442,120.9859878,0,0.0
1/1/2025 2:38,7.617393006,11.00509249,49.03227125,93.51719224,81.07913713,0,0.0
1/1/2025 2:39,11.31310722,12.42418144,49.47676688,97.92037992,99.85498517,0,0.0
1/1/2025 2:40,8.05063666,7.013620376,51.73073472,93.88297925,81.01778648,0,0.0
1/1/2025 2:41,11.57416921,9.662430525,46.11728355,108.9509646,94.50292267,0,0.0
1/1/2025 2:42,12.31719116,10.56626164,53.73197437,103.3288923,82.98845034,0,0.0
1/1/2025 2:43,8.358635363,9.795887219,51.32664027,110.6914486,123.0078874,0,0.0
1/1/2025 2:44,11.92675226,5.046415866,48.29802422,111.127388,96.44452132,0,0.0
1/1/2025 2:45,10.82556185,11.00218002,46.43979672,82.72740509,97.88970507,0,0.0
1/1/2025 2:46,11.64412032,13.0386727,49.07557508,113.5077013,99.57266275,0,0.0
1/1/2025 2:47,27.34623488,27.00716233,32.07518283,139.183298,118.1228895,1,3.754499709
1/1/2025 2:48,9.509223768,7.937787893,50.29219347,96.30775117,110.5523873,0,0.0
1/1/2025 2:49,8.492527671,8.973745507,50.42719343,103.4979277,106.4019415,0,0.0
1/1/2025 2:50,8.220971141,13.53982614,51.30853642,98.76330428,109.1793836,0,0.0
1/1/2025 2:51,8.36837943,11.81992508,58.83121205,106.1605568,87.82038118,0,0.0
1/1/2025 2:52,9.845796581,11.28005324,49.3377764,96.28603619,111.3531522,0,0.0
1/1/2025 2:53,10.68230395,10.71282517,55.02298934,104.7892724,110.1984128,0,0.0
1/1/2025 2:54,10.5533816,8.677725776,51.14793698,100.673053,97.67606965,0,0.0
1/1/2025 2:55,31.60742397,28.45621005,37.95298963,121.383959,134.1144124,1,3.985009034000001
1/1/2025 2:56,10.02600378,9.844154529,49.40420365,101.9013624,102.7267162,0,0.0
1/1/2025 2:57,12.90706815,11.09914863,49.70586795,127.0646957,84.06000468,0,0.0
1/1/2025 2:58,9.470686334,13.01783779,51.39883854,93.1446337,98.17194098,0,0.0
1/1/2025 2:59,15.44033833,12.23667627,45.20339617,97.50056409,95.18489962,0,0.0
1/1/2025 3:00,11.2513347,7.161231288,42.67329808,93.318876,100.8541929,0,0.0
1/1/2025 3:01,18.87529105,26.30142377,42.13430278,115.8168113,138.3305166,1,5.286205804
1/1/2025 3:02,7.858215004,11.47352669,54.49061916,108.1577435,83.58658664,0,0.0
1/1/2025 3:03,10.96494483,11.23772066,53.72817916,107.1588246,95.56422092,0,0.0
1/1/2025 3:04,9.553074429,8.741532473,50.77486009,99.94136497,91.78162567,0,0.0
1/1/2025 3:05,11.42800099,15.82821843,53.83612314,110.2629659,92.21108695,0,0.0
1/1/2025 3:06,10.94647525,7.445830875,53.56714513,107.934433,91.76890951,0,0.0
1/1/2025 3:07,9.854342175,7.833623107,53.93814679,98.37665814,100.6817036,0,0.0
1/1/2025 3:08,8.306412564,10.46719016,45.70229589,84.66135258,105.2317545,0,0.0
1/1/2025 3:09,6.970305551,14.23360611,44.51524101,108.2978301,103.4832496,0,0.0
1/1/2025 3:10,9.106970096,8.327610299,48.05715377,101.6966462,101.8566821,0,0.0
1/1/2025 3:11,11.71279759,9.468343269,49.91307945,100.2222346,106.2174449,0,0.0
1/1/2025 3:12,10.42818749,12.15458735,48.79039436,95.3395198,123.8032613,0,0.0
1/1/2025 3:13,7.508522443,9.96427569,40.61654834,107.4464895,101.3589141,0,0.0
1/1/2025 3:14,10.34636185,9.330792291,58.60846306,103.4849625,110.211384,0,0.0
1/1/2025 3:15,10.77063476,11.1312658,48.62977006,97.63171957,109.6418343,0,0.0
1/1/2025 3:16,8.232285128,10.54503598,50.86352208,87.74545453,117.7779416,0,0.0
1/1/2025 3:17,10.30745021,12.06087757,56.22274495,110.679291,105.6051886,0,0.0
1/1/2025 3:18,10.11641744,12.58293778,38.27513865,106.0490522,91.55683819,0,0.0
1/1/2025 3:19,7.714059404,10.61400612,47.44153064,102.554029,103.0488192,0,0.0
1/1/2025 3:20,10.71557472,10.58346545,48.06441363,73.43226005,102.5113874,0,0.0
1/1/2025 3:21,11.12156905,10.42822196,48.31844977,99.62105743,108.1518261,0,0.0
1/1/2025 3:22,12.16610249,10.97826111,49.13256705,97.58796297,91.26603331,0,0.0
1/1/2025 3:23,12.1076041,10.11034128,57.23567399,93.81504315,112.6632107,0,0.0
1/1/2025 3:24,7.244661264,9.998783035,53.36729438,107.5423528,100.0523715,0,0.0
1/1/2025 3:25,8.12434992,12.39325424,54.79017634,107.1486003,108.3937925,0,0.0
1/1/2025 3:26,23.2654859,32.43988541,38.24507621,130.3630574,123.4514541,1,6.938184513
1/1/2025 3:27,11.0275719,6.984894111,43.00313477,110.3789091,101.2259078,0,0.0
1/1/2025 3:28,11.03009537,10.0200423,39.60151482,89.77701486,102.3385641,0,0.0
1/1/2025 3:29,17.70546298,8.622611133,42.35296138,95.46345943,106.7199201,0,0.0
1/1/2025 3:30,11.14178102,9.378057067,51.79882852,100.7479226,119.5865479,0,0.0
1/1/2025 3:31,12.27113128,10.80503242,50.15884856,93.77997981,79.82622615,0,0.0
1/1/2025 3:32,11.90800353,11.33887674,48.94918176,107.2716922,105.4000295,0,0.0
1/1/2025 3:33,11.3027825,9.775747113,48.15711547,94.77799152,100.439678,0,0.0
1/1/2025 3:34,9.369461511,6.173319331,60.05860788,112.9837,98.22893433,0,0.0
1/1/2025 3:35,11.51793844,8.069908839,45.88548205,90.68840598,76.36721777,0,0.0
1/1/2025 3:36,8.454349571,11.79299934,54.63909728,121.3198365,105.8020768,0,0.0
1/1/2025 3:37,9.526362787,4.519147156,50.00956468,120.2929736,98.75029363,0,0.0
1/1/2025 3:38,9.029272904,12.3748543,49.69530244,99.05246854,91.65571532,0,0.0
1/1/2025 3:39,10.16374828,11.04245998,55.88318774,111.4617045,100.4247997,0,0.0
1/1/2025 3:40,14.62931713,12.63235216,57.31265191,95.99571939,97.07209769,0,0.0
1/1/2025 3:41,6.265469615,9.602861626,48.80225272,110.132865,82.57606833,0,0.0
1/1/2025 3:42,11.37252038,5.877189152,53.9960136,98.24021669,100.8818472,0,0.0
1/1/2025 3:43,6.774568258,10.86072528,51.81945681,87.14560101,105.8007353,0,0.0
1/1/2025 3:44,9.056136268,12.54930625,50.03718569,64.67181812,94.50766585,0,0.0
1/1/2025 3:45,31.8888063,30.1652676,39.82748966,126.035934,131.9203797,1,2.896271418
1/1/2025 3:46,24.90993598,28.65496719,34.89386929,126.6567858,128.8639274,1,4.893741747000001
1/1/2025 3:47,24.98669119,21.63294051,33.4999832,138.9479401,132.3757881,1,4.9768786999999985
1/1/2025 3:48,8.569392581,8.934327462,47.0968236,100.3662503,98.96307606,0,0.0
1/1/2025 3:49,11.3591955,8.361467072,54.50688358,110.0291013,108.0109184,0,0.0
1/1/2025 3:50,8.539266737,11.91077714,49.52399442,95.46058453,96.86647244,0,0.0
1/1/2025 3:51,27.70446243,21.78443805,33.1355621,119.983894,147.3149728,1,6.332899770000001
1/1/2025 3:52,22.59145428,18.7590172,33.7152505,139.4006463,125.1112337,1,5.17316844
1/1/2025 3:53,8.696799305,7.791948733,34.00367677,75.35325515,93.15000876,0,0.0
1/1/2025 3:54,14.28788818,7.019504953,47.52753699,100.1298383,98.99507881,0,0.0
1/1/2025 3:55,11.26783804,10.29282858,50.18822533,96.0003865,92.71981094,0,0.0
1/1/2025 3:56,5.949714827,12.3230061,49.31932076,113.606112,87.51343566,0,0.0
1/1/2025 3:57,10.37290863,9.630246488,59.90077176,94.71753705,107.2760235,0,0.0
1/1/2025 3:58,8.67642707,6.988504399,52.8745302,105.1658497,69.37351286,0,0.0
1/1/2025 3:59,11.70486667,11.67988908,52.65225927,109.2151697,92.82466644,0,0.0
1/1/2025 4:00,21.30327503,24.17909314,29.59138849,105.7694398,107.7009864,1,5.519631357000001
1/1/2025 4:01,9.770527117,8.707515352,48.17678973,98.60629692,101.421694,0,0.0
1/1/2025 4:02,11.00997456,9.042891467,47.56668596,95.68363566,78.1088433,0,0.0
1/1/2025 4:03,11.73151039,11.03132126,46.06959401,109.4629325,105.4785084,0,0.0
1/1/2025 4:04,7.599407186,13.2437475,46.00059667,106.7508184,106.5608993,0,0.0
1/1/2025 4:05,9.330997528,8.960331709,40.95938523,97.6679797,83.67381955,0,0.0
1/1/2025 4:06,21.04584352,26.48849706,30.67093333,113.2276793,130.1817875,1,6.587140104000001
1/1/2025 4:07,8.693341535,11.26283721,54.37046701,110.381467,105.1605928,0,0.0
1/1/2025 4:08,13.53090848,11.59813615,49.28542654,99.32347223,109.4030037,0,0.0
1/1/2025 4:09,10.80996342,10.0122629,47.46798791,83.81623434,85.31070663,0,0.0
1/1/2025 4:10,7.478232091,8.883733481,49.97294333,84.67619601,83.90405357,0,0.0
1/1/2025 4:11,11.83572389,11.98875746,55.83695339,104.3763343,115.0264922,0,0.0
1/1/2025 4:12,14.24431239,11.05607201,50.0210526,87.24193807,91.78110295,0,0.0
1/1/2025 4:13,12.06493052,8.463128966,52.70187065,118.5964749,94.72595825,0,0.0
1/1/2025 4:14,6.961260068,10.09818946,45.76697579,90.62929716,106.3309452,0,0.0
1/1/2025 4:15,9.031531854,7.296584936,46.90685025,99.99639275,88.30798977,0,0.0
1/1/2025 4:16,12.5338223,11.37178091,51.76988443,101.5911197,97.34150587,0,0.0
1/1/2025 4:17,8.584661069,9.475532861,59.46326854,92.70622261,108.9174429,0,0.0
1/1/2025 4:18,10.88763886,9.128578335,57.1488743,77.60172969,85.78897783,0,0.0
1/1/2025 4:19,11.54926811,9.93425103,52.91414035,101.908951,94.99995671,0,0.0
1/1/2025 4:20,8.146139057,10.0806154,50.7571688,92.4676001,88.7327638,0,0.0
1/1/2025 4:21,9.880949288,11.78986012,57.00534678,101.1653843,92.26064581,0,0.0
1/1/2025 4:22,22.13227416,28.86737174,39.02784875,122.9144423,132.3993236,1,5.56197904
1/1/2025 4:23,24.15826107,28.72118396,24.79849669,126.2169631,142.2569845,1,7.321762107000001
1/1/2025 4:24,21.5524323,31.46822544,31.53376277,142.9995459,124.9600668,1,8.651144016000002
1/1/2025 4:25,7.504433636,10.80147451,51.69070163,94.53816987,105.3220968,0,0.0
1/1/2025 4:26,13.26482261,9.146800727,41.06516217,95.31155346,105.048549,0,0.0
1/1/2025 4:27,7.139717244,9.750563684,45.51205498,83.34202697,93.27664024,0,0.0
1/1/2025 4:28,9.119911027,9.703554222,46.50092528,98.04816049,102.381505,0,0.0
1/1/2025 4:29,10.26148115,11.01052269,48.71917047,104.0986999,87.0469161,0,0.0
1/1/2025 4:30,12.88254658,9.265954771,48.56284896,95.16505122,90.4143051,0,0.0
1/1/2025 4:31,7.128275698,9.219181627,48.55439786,104.164305,99.13198454,0,0.0
1/1/2025 4:32,12.3263275,13.93751462,54.12653759,98.22491475,89.39029006,0,0.0
1/1/2025 4:33,10.02046612,11.87947096,48.67388067,86.97733762,87.27272917,0,0.0
1/1/2025 4:34,8.036982698,8.478798671,48.07684934,103.1198507,92.88102173,0,0.0
1/1/2025 4:35,10.92420695,11.14188199,43.25413948,97.94167866,111.4633373,0,0.0
1/1/2025 4:36,10.39811939,10.23670013,55.12173101,101.2275782,115.5713915,0,0.0
1/1/2025 4:37,8.799566246,10.78310235,46.64251243,94.33050117,99.67439973,0,0.0
1/1/2025 4:38,10.13960417,10.27468265,44.56484836,93.44597477,105.8219892,0,0.0
1/1/2025 4:39,9.229372806,12.37928529,51.06545287,101.5741081,94.36505878,0,0.0
1/1/2025 4:40,10.22703469,10.69124069,46.16529369,97.69400088,79.34353207,0,0.0
1/1/2025 4:41,11.32426135,9.875822604,47.3702363,117.2427825,91.06477519,0,0.0
1/1/2025 4:42,13.17203363,12.08438115,51.29230087,107.9873051,96.91655967,0,0.0
1/1/2025 4:43,7.524369002,10.46657008,48.36758688,105.4500426,101.4096928,0,0.0
1/1/2025 4:44,14.26606675,10.24295716,61.55804688,98.22519198,98.99023895,0,0.0
1/1/2025 4:45,6.095824401,10.6280452,49.62585728,79.73976552,97.18354385,0,0.0
1/1/2025 4:46,27.27513336,19.84242742,41.91580448,119.9744912,114.8139449,1,5.333192074000001
1/1/2025 4:47,21.70644169,27.16699798,27.99108932,118.3342005,127.6165353,1,7.132060281000002
1/1/2025 4:48,10.56198374,8.826610822,45.69675434,97.25015614,86.36108222,0,0.0
1/1/2025 4:49,8.75460096,8.497665561,44.56543153,99.66640501,108.0206271,0,0.0
1/1/2025 4:50,9.583755499,8.002859227,45.22810138,106.5607497,94.13649111,0,0.0
1/1/2025 4:51,9.013998131,7.216033426,52.07768997,102.7314556,120.6709825,0,0.0
1/1/2025 4:52,8.821270486,8.240565277,55.17782534,111.5920319,96.8468446,0,0.0
1/1/2025 4:53,31.61967543,28.85244051,37.64944664,118.1548421,122.5263747,1,3.853728132
